Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Married,Change of course,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,No,No,No,Yes,Male,No,35,No,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Higher education - degree,110.0,Portuguese,Degree,Basic Ed 3rd Cycle,Administrative staff,Farmers/Fishers,150.0,No,No,No,Yes,Male,No,32,No,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,142.8,No,No,No,Yes,Male,No,20,No,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,100.0,No,No,No,Yes,Male,No,34,No,0,7,15,6,11.333333333333334,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree (1st cycle),150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers/Fishers,Farmers/Fishers,150.0,Yes,No,No,Yes,Male,No,44,No,3,7,9,7,13.5,0,0,5,6,5,16.2,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Tourism,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Armed Forces,156.5,No,No,No,Yes,Male,No,53,No,7,11,12,2,15.0,7,4,9,10,3,10.0,4,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Administrative staff,98.6,No,No,Yes,No,Male,No,28,No,0,5,10,0,0.0,0,0,5,7,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education - degree,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,130.0,No,No,No,Yes,Male,No,31,No,9,9,9,9,14.22222222222222,0,5,5,5,5,12.8,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Services/Security/Sellers,Unskilled Workers,118.1,No,No,Yes,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,100.0,Portuguese,12th Yr Schooling or Eq.,Degree,Unskilled Workers,Armed Forces,120.0,No,No,Yes,No,Male,No,44,No,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,142.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,127.7,Yes,No,No,Yes,Male,No,19,No,0,5,9,5,12.6,1,0,5,8,4,12.0,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Animation and Multimedia Design,Daytime,Secondary education,130.0,Santomean,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Intellectual/Scientific,Unskilled Workers,130.0,No,No,No,Yes,Male,No,21,Yes,6,12,12,12,15.083333333333334,0,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled
Single,3rd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,148.0,Portuguese,Degree,Basic Ed 3rd Cycle,Technicians,Services/Security/Sellers,147.7,No,No,No,Yes,Male,Yes,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,170.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sellers,Services/Security/Sellers,170.0,Yes,No,No,Yes,Male,No,20,No,0,6,8,6,14.5,0,0,6,10,6,15.3,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Communication Design,Daytime,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,110.2,No,No,No,Yes,Male,No,55,No,0,6,6,6,14.5,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,166.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Administrative staff,Machine Operators,146.4,No,No,No,Yes,Male,No,27,No,0,5,12,3,10.0,0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general contingent,2,Informatics Engineering,Daytime,Secondary education,135.0,Portuguese,Other - 11th Yr,Basic Ed 3rd Cycle,Services/Security/Sellers,Services/Security/Sellers,121.0,No,No,No,Yes,Male,No,19,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,129.9,No,No,No,Yes,Male,No,18,No,0,5,5,5,11.6,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry/Construction,Administrative staff,132.0,No,No,No,Yes,Male,No,43,No,0,6,10,4,11.75,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,3rd phase - general contingent,3,Tourism,Daytime,Secondary education,121.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Farmers/Fishers,125.9,Yes,No,No,Yes,Male,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,159.0,Portuguese,Degree,Degree,Intellectual/Scientific,Intellectual/Scientific,165.7,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,5,Tourism,Daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,122.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,121.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,141.4,No,No,Yes,No,Male,No,29,No,0,5,7,4,11.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Equinculture,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Armed Forces,156.4,Yes,No,Yes,Yes,Male,No,44,No,0,6,9,5,11.571428571428571,0,0,6,11,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,146.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,148.5,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,10.0,0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Legislative/Executive/Directors,140.0,No,No,No,Yes,Male,Yes,20,No,0,6,11,5,13.833333333333334,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
Single,Change of course,1,Communication Design,Daytime,Secondary education,125.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Machine Operators,Industry/Construction,131.7,Yes,No,No,Yes,Male,No,20,No,3,6,6,4,12.75,0,3,9,12,3,12.666666666666666,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,2,Management,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,104.7,Yes,No,No,Yes,Male,No,36,No,0,4,4,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,150.0,Portuguese,Doctorate,12th Yr Schooling or Eq.,Intellectual/Scientific,Services/Security/Sellers,150.0,Yes,No,No,Yes,Male,No,19,No,1,6,13,5,11.6,0,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 years old,1,Veterinary Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Other,Other,110.0,No,No,No,No,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,129.1,Yes,No,No,Yes,Male,No,18,No,0,6,6,4,11.25,0,0,6,10,3,10.333333333333334,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Legislative/Executive/Directors,Farmers/Fishers,120.0,No,No,No,No,Male,No,24,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Services/Security/Sellers,127.0,No,No,No,Yes,Male,No,20,No,0,6,6,6,14.333333333333334,0,0,6,7,6,15.0,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,151.5,No,No,Yes,No,Male,No,45,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change of course,2,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Administrative staff,Administrative staff,126.8,Yes,No,No,Yes,Male,Yes,28,No,18,23,23,20,13.5,3,18,23,23,20,13.5,3,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,160.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,140.8,Yes,No,No,Yes,Male,No,23,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,128.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Industry/Construction,125.6,Yes,No,No,Yes,Male,No,18,No,0,7,7,7,12.444285714285714,0,0,8,11,7,11.347142857142858,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Administrative staff,127.8,Yes,No,No,Yes,Male,No,23,No,0,5,7,3,10.666666666666666,1,0,5,7,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Animation and Multimedia Design,Daytime,Secondary education,120.0,Portuguese,Degree,Degree,Intellectual/Scientific,Intellectual/Scientific,120.0,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Services/Security/Sellers,Services/Security/Sellers,131.3,No,No,No,Yes,Male,Yes,22,No,1,6,6,6,12.666666666666666,0,1,6,6,5,12.4,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Other - 11th year of schooling,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Services/Security/Sellers,155.7,No,No,No,Yes,Male,No,33,No,0,5,5,5,13.2,0,0,5,6,5,14.833333333333334,0,10.8,1.4,1.74,Graduate
Single,Short cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Unskilled Workers,Farmers/Fishers,128.5,No,No,No,Yes,Male,No,21,No,7,12,20,10,12.7,0,5,12,14,11,12.181818181818182,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Management,Daytime,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sellers,170.0,No,No,No,Yes,Male,No,45,No,0,5,6,5,14.833333333333334,0,0,5,5,5,14.8,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,100.0,No,No,No,No,Male,No,44,No,4,10,10,4,11.5,0,1,7,8,1,12.0,0,15.5,2.8,-4.06,Dropout
Divorced,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,110.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Other,(blank),107.2,No,No,No,Yes,Male,No,42,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,3rd phase - general contingent,1,Management,Daytime,Secondary education,147.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Industry/Construction,139.3,Yes,No,No,Yes,Male,No,20,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general contingent,6,Management,Daytime,Secondary education,133.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Farmers/Fishers,123.2,Yes,No,No,Yes,Male,No,20,No,0,5,7,3,12.666666666666666,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,137.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Intellectual/Scientific,Machine Operators,122.3,Yes,No,No,Yes,Male,Yes,20,No,0,6,7,6,14.714285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,124.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,127.9,Yes,No,No,Yes,Male,No,20,No,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,128.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled Workers,Farmers/Fishers,120.3,No,No,No,Yes,Male,No,19,No,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
Single,Change of institution/course,1,Social Service (evening attendance),Evening,Secondary education,120.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,128.5,No,No,Yes,No,Male,No,26,No,2,8,13,4,10.5,0,5,10,16,7,10.428571428571429,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Machine Operators,Industry/Construction,150.0,No,No,No,Yes,Male,No,31,No,0,6,10,6,15.0,0,0,6,11,5,12.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,142.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,136.1,No,No,Yes,Yes,Male,Yes,19,No,0,6,6,6,12.666666666666666,0,0,6,6,6,14.0,0,16.2,0.3,-0.92,Graduate
Single,Over 23 years old,1,Journalism and Communication,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Student,Student,128.0,Yes,No,No,Yes,Male,No,28,No,0,6,7,6,13.166666666666666,0,0,6,6,6,13.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,149.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,158.1,Yes,No,No,Yes,Male,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate
Married,1st phase - general contingent,2,Social Service (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Armed Forces,108.7,Yes,No,No,Yes,Female,No,43,No,0,6,6,6,13.0,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Mexican,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Intellectual/Scientific,Industry/Construction,110.0,No,No,No,Yes,Male,Yes,25,Yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Social Service,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.0,No,Yes,Yes,Yes,Female,No,40,No,0,6,13,2,10.0,0,0,6,10,1,15.0,0,16.2,0.3,-0.92,Dropout
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,150.0,Spanish,Doctorate,Master's,Legislative/Executive/Directors,Legislative/Executive/Directors,150.0,No,No,No,Yes,Female,No,20,Yes,2,6,7,6,13.333333333333334,0,1,6,16,5,13.375,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Other - 11th year of schooling,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Legislative/Executive/Directors,113.0,No,No,No,Yes,Female,No,46,No,0,6,13,3,12.333333333333334,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
Single,Change of institution/course,1,Biofuel Production Technologies,Daytime,Secondary education,121.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Industry/Construction,118.6,No,No,No,Yes,Female,No,26,No,14,21,23,20,13.181818181818182,0,10,14,18,14,11.642857142857142,0,8.9,1.4,3.51,Graduate
Married,Over 23 years old,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Degree,12th Yr Schooling or Eq.,Services/Security/Sellers,Services/Security/Sellers,148.8,No,No,No,Yes,Female,Yes,34,No,0,7,7,6,12.513333333333334,0,0,8,9,7,13.071428571428571,0,12.4,0.5,1.79,Graduate
Single,3rd phase - general contingent,3,Basic Education,Daytime,Secondary education,122.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sellers,120.3,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,143.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,127.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,13.585714285714284,0,0,8,8,7,13.585714285714284,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,123.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative staff,Unskilled Workers,113.8,Yes,No,No,Yes,Female,No,18,No,0,7,9,7,11.155555555555557,0,0,8,10,8,11.425,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,108.0,No,No,No,Yes,Male,Yes,37,No,1,7,9,6,11.857142857142858,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,114.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,129.1,No,No,No,Yes,Male,Yes,23,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Change of course,1,Communication Design,Daytime,Secondary education,114.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,135.9,No,No,No,Yes,Male,No,26,No,9,14,14,14,14.0,0,7,13,13,13,13.615384615384617,0,15.5,2.8,-4.06,Graduate
Single,Ordinance No. 854-B/99,2,Journalism and Communication,Daytime,Secondary education,154.4,Cape Verdean,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Technicians,Services/Security/Sellers,154.4,Yes,No,No,No,Female,No,18,Yes,0,6,8,5,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,International student (bachelor),1,Nursing,Daytime,Secondary education,190.0,Cuban,Degree,Bachelor's Degree,Health professionals,Administrative staff,190.0,Yes,No,No,Yes,Female,No,18,Yes,0,7,15,4,11.575,0,0,7,10,5,12.419999999999998,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary education,136.0,Portuguese,Degree,Degree,Intellectual/Scientific,Intellectual/Scientific,132.5,Yes,No,No,Yes,Female,No,19,No,0,7,8,7,13.198571428571428,0,0,8,8,8,13.0625,0,11.1,0.6,2.02,Graduate
Single,Ordinance No. 854-B/99,2,Veterinary Nursing,Daytime,Secondary education,163.3,Cape Verdean,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Unskilled Workers,163.3,No,No,No,Yes,Female,No,18,Yes,0,6,10,6,13.5,0,0,6,12,6,12.0,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,126.0,Portuguese,12th Yr Schooling or Eq.,Degree,Administrative staff,Technicians,122.5,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.333333333333334,0,0,6,8,5,12.8,0,8.9,1.4,3.51,Dropout
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,122.0,Romanian,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Cleaning workers,Skilled construction workers,121.0,Yes,No,No,Yes,Male,No,20,Yes,0,5,10,4,14.25,0,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,137.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Legislative/Executive/Directors,Services/Security/Sellers,131.8,No,No,No,Yes,Female,Yes,22,No,0,6,7,6,12.166666666666666,0,0,6,9,4,12.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,139.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Services/Security/Sellers,135.0,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.214285714285714,0,0,8,8,7,12.214285714285714,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,142.0,Portuguese,Basic Ed 3rd Cycle,Tech Specialization,Services/Security/Sellers,Administrative staff,141.7,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.666666666666666,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Services/Security/Sellers,131.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.285714285714286,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
